ID,Time_h,perc_ID_g,Species,Age/weight,Strain,Organ,Size_nm,Analysis method,NP_Type,NP_Shape,Ligand,Charge,PEG cover,provided_identifier,Name,Charge ,provided_identifier_type,pmcid,doi
22,24.0,22.6582278481012,Mouse,,Nude mice,Liver,24.4,64Cu ,Gold,Nanoparticle,EGFR Target Affibody ,Negative,3000,23343632,,,pmid,,
22,48.0,18.8607594936708,Mouse,,Nude mice,Liver,24.4,64Cu ,Gold,Nanoparticle,EGFR Target Affibody ,Negative,3000,23343632,,,pmid,,
23,2.0,11.35,Mouse,21.0,Nude mice,Liver,120.0,64Cu ,Gold,Nanoparticle,DOTA,,2500,21608124,SERS nanoparticles Gold 120nm,,pmid,PMC4151626,10.1002/smll.201002317
23,5.0,8.96,Mouse,21.0,Nude mice,Liver,120.0,64Cu ,Gold,Nanoparticle,DOTA,,2500,21608124,,,pmid,,
23,24.0,8.27,Mouse,21.0,Nude mice,Liver,120.0,64Cu ,Gold,Nanoparticle,DOTA,,2500,21608124,,,pmid,,
24,0.5,23.26,Mouse,23.0,SCID mice ,Liver,10.0,99mTc,Gold,Nanoparticle,Folic Acid,,0,33212346,99mTc-labeled gold <10nm,,pmid,,
24,1.0,21.1,Mouse,23.0,SCID mice ,Liver,10.0,99mTc,Gold,Nanoparticle,Folic Acid,,0,33212346,,,pmid,,
24,3.0,16.77,Mouse,23.0,SCID mice ,Liver,10.0,99mTc,Gold,Nanoparticle,Folic Acid,,0,33212346,,,pmid,,
25,24.0,5.07317073170731,Mouse,20.0,ICR mice,Liver,16.0,ICP-MS,Gold,Nanoparticle,NO,Neutral,0,24550205,AuNP-C10-SN4 16nm,,pmid,,
25,168.0,3.51219512195121,Mouse,20.0,ICR mice,Liver,16.0,ICP-MS,Gold,Nanoparticle,NO,Neutral,0,24550205,,,pmid,,
25,672.0,2.34146341463414,Mouse,20.0,ICR mice,Liver,16.0,ICP-MS,Gold,Nanoparticle,NO,Neutral,0,24550205,,,pmid,,
26,24.0,19.1219512195121,Mouse,20.0,ICR mice,Liver,16.0,ICP-MS,Gold,Nanoparticle,NO,Neutral,2000,24550205,AuNP-PEG2000  16nm,,pmid,,
26,168.0,14.3414634146341,Mouse,20.0,ICR mice,Liver,16.0,ICP-MS,Gold,Nanoparticle,NO,Neutral,2000,24550205,,,pmid,,
26,672.0,11.8048780487804,Mouse,20.0,ICR mice,Liver,16.0,ICP-MS,Gold,Nanoparticle,NO,Neutral,2000,24550205,,,pmid,,
27,24.0,20.466321243523318,Mouse,27.5,Male ddY mice,Liver,15.0,ICP-MS,Gold,Nanoparticle,NO,Very negative,0,18722754,Gold NP 15nm,,pmid,,
28,24.0,4.352331606217617,Mouse,27.5,Male ddY mice,Liver,50.0,ICP-MS,Gold,Nanoparticle,NO,Very negative,0,18722754,Gold NP 50nm,,pmid,,
29,24.0,5.492227979274611,Mouse,27.5,Male ddY mice,Liver,100.0,ICP-MS,Gold,Nanoparticle,NO,Very negative,0,18722754,Gold 100nm,,pmid,,
30,24.0,7.295918367346939,Mouse,27.5,Male ddY mice,Liver,200.0,ICP-MS,Gold,Nanoparticle,NO,Very negative,0,18722754,Gold 200nm,,pmid,,
31,48.0,31.04,Mouse,22.5,Nude mice,Liver,20.0,111In,Gold,Nanoparticle,NO,Neutral,5000,19131103,20-nm AuNPs coated with PEG5000-TA,,pmid,PMC2745599,10.1016/j.biomaterials.2008.12.038
32,48.0,53.75,Mouse,22.5,Nude mice,Liver,80.0,111In,Gold,Nanoparticle,NO,Neutral,5000,19131103,80-nm AuNPs coated with PEG5000-TA,,pmid,,
33,1.0,13.6612021857923,Mouse,,Balb/c mice,Liver,9.4,PET,Gold,Nanoparticle,No,Neutral,5000,24272951,64CuAuNPs 9.4nm,,pmid,,
33,24.0,42.8415300546448,Mouse,,Balb/c mice,Liver,9.4,PET,Gold,Nanoparticle,No,Neutral,5000,24272951,,,pmid,,
33,48.0,43.2786885245901,Mouse,,Balb/c mice,Liver,9.4,PET,Gold,Nanoparticle,No,Neutral,5000,24272951,,,pmid,,
34,0.5,21.76,Mouse,22.5,Nude mice,Liver,21.5,99mTc,Gold,Nanoparticle,RGDfC peptide,,0,21513349,99mTc-AuNP-RGD 21.5nm,,pmid,,
34,1.0,19.89,Mouse,22.5,Nude mice,Liver,21.5,99mTc,Gold,Nanoparticle,RGDfC peptide,,0,21513349,,,pmid,,
34,3.0,5.57,Mouse,22.5,Nude mice,Liver,21.5,99mTc,Gold,Nanoparticle,RGDfC peptide,,0,21513349,,,pmid,,
34,24.0,6.06,Mouse,22.5,Nude mice,Liver,21.5,99mTc,Gold,Nanoparticle,RGDfC peptide,,0,21513349,,,pmid,,
35,4.0,4.8235294117647,Mouse,19.0,Kunming mice,Liver,6.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,PEG coated Au NPs 6.2nm,,pmid,,
35,24.0,6.23529411764705,Mouse,19.0,Kunming mice,Liver,6.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
35,48.0,7.76470588235293,Mouse,19.0,Kunming mice,Liver,6.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
35,144.0,3.52941176470588,Mouse,19.0,Kunming mice,Liver,6.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
35,240.0,3.05882352941176,Mouse,19.0,Kunming mice,Liver,6.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
35,480.0,3.05882352941176,Mouse,19.0,Kunming mice,Liver,6.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
35,720.0,2.47058823529411,Mouse,19.0,Kunming mice,Liver,6.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
35,2160.0,2.58823529411764,Mouse,19.0,Kunming mice,Liver,6.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
36,4.0,9.76470588235294,Mouse,19.0,Kunming mice,Liver,24.3,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,PEG coated Au NPs 24.3nm,,pmid,,
36,24.0,14.7058823529411,Mouse,19.0,Kunming mice,Liver,24.3,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
36,48.0,19.6470588235294,Mouse,19.0,Kunming mice,Liver,24.3,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
36,144.0,5.17647058823529,Mouse,19.0,Kunming mice,Liver,24.3,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
36,240.0,8.11764705882353,Mouse,19.0,Kunming mice,Liver,24.3,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
36,480.0,3.76470588235293,Mouse,19.0,Kunming mice,Liver,24.3,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
36,720.0,3.05882352941176,Mouse,19.0,Kunming mice,Liver,24.3,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
36,2160.0,3.29411764705882,Mouse,19.0,Kunming mice,Liver,24.3,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
37,4.0,12.5882352941176,Mouse,19.0,Kunming mice,Liver,42.5,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,PEG coated Au NPs 42.5nm,,pmid,,
37,24.0,43.2941176470588,Mouse,19.0,Kunming mice,Liver,42.5,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
37,48.0,29.9999999999999,Mouse,19.0,Kunming mice,Liver,42.5,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
37,144.0,12.9411764705882,Mouse,19.0,Kunming mice,Liver,42.5,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
37,240.0,8.94117647058823,Mouse,19.0,Kunming mice,Liver,42.5,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
37,480.0,7.29411764705882,Mouse,19.0,Kunming mice,Liver,42.5,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
37,720.0,8.23529411764706,Mouse,19.0,Kunming mice,Liver,42.5,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
37,2160.0,4.11764705882352,Mouse,19.0,Kunming mice,Liver,42.5,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
38,4.0,40.8235294117647,Mouse,19.0,Kunming mice,Liver,61.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,PEG coated Au NPs 61.2nm,,pmid,,
38,24.0,53.8823529411764,Mouse,19.0,Kunming mice,Liver,61.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
38,48.0,38.9411764705882,Mouse,19.0,Kunming mice,Liver,61.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
38,144.0,19.8823529411764,Mouse,19.0,Kunming mice,Liver,61.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
38,240.0,17.8823529411764,Mouse,19.0,Kunming mice,Liver,61.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
38,480.0,17.9999999999999,Mouse,19.0,Kunming mice,Liver,61.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
38,720.0,11.0588235294117,Mouse,19.0,Kunming mice,Liver,61.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
38,2160.0,8.47058823529411,Mouse,19.0,Kunming mice,Liver,61.2,ICP-AES,Gold,Nanoparticle,No,Neutral,3400,29677597,,,pmid,,
39,1.0,30.17,Mouse,19.1,Balb/c mice,Liver,44.1,111In,Gold,Nanoparticle,EGFR target Cetuximab,,5000,24990295,111In-C225-AuNPs 44.1,,pmid,,
39,4.0,33.05,Mouse,19.1,Balb/c mice,Liver,44.1,111In,Gold,Nanoparticle,EGFR target Cetuximab,,5000,24990295,,,pmid,,
39,24.0,33.68,Mouse,19.1,Balb/c mice,Liver,44.1,111In,Gold,Nanoparticle,EGFR target Cetuximab,,5000,24990295,,,pmid,PMC4836969,10.1002/adhm.201500992
39,48.0,38.18,Mouse,19.1,Balb/c mice,Liver,44.1,111In,Gold,Nanoparticle,EGFR target Cetuximab,,5000,24990295,,,pmid,,
40,24.0,26.45,Mouse,19.1,Balb/c mice,Liver,44.1,111In,Gold,Nanoparticle,No,,5000,24990295,111In-AuNP,,pmid,,
41,1.0,28.169014084507,Mouse,18.0,Balb/c mice,Liver,5.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221, 5 nm 199Au-AuNP-PEG,,pmid,,
41,4.0,47.3239436619718,Mouse,18.0,Balb/c mice,Liver,5.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221,,,pmid,,
41,24.0,58.5915492957746,Mouse,18.0,Balb/c mice,Liver,5.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221,,,pmid,,
42,1.0,24.5714285714285,Mouse,18.0,Balb/c mice,Liver,18.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221, 18 nm 199Au-AuNP-PEG,,pmid,,
42,4.0,70.8571428571428,Mouse,18.0,Balb/c mice,Liver,18.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221,,,pmid,,
42,24.0,70.8571428571428,Mouse,18.0,Balb/c mice,Liver,18.0,199Au,Gold,Nanoparticle,DAPTA ,,5000,26865221,,,pmid,,
43,24.0,25.6231884057971,Mouse,20.0,Nude mice,Liver,46.0,ICP-MS,Gold,Nanoparticle,No,,Dextran,31501470,Gold dextran,,pmid,,
43,168.0,36.28260869565218,Mouse,20.0,Nude mice,Liver,46.0,ICP-MS,Gold,Nanoparticle,No,,Dextran,31501470,,,pmid,,
43,336.0,36.536231884057976,Mouse,20.0,Nude mice,Liver,46.0,ICP-MS,Gold,Nanoparticle,No,,Dextran,31501470,,,pmid,,
44,6.0,28.7162162162162,Mouse,18.0,Balb/c mice,Liver,10.0,ICP-MS,Gold,Rods,Folic Acid,,Yes,25933697,"FA receptor gold rod 9-11nm , 35-40nm",,pmid,,
44,24.0,31.2837837837837,Mouse,18.0,Balb/c mice,Liver,10.0,ICP-MS,Gold,Rods,Folic Acid,,Yes,25933697,,,pmid,,
44,168.0,21.3513513513513,Mouse,18.0,Balb/c mice,Liver,10.0,ICP-MS,Gold,Rods,Folic Acid,,Yes,25933697,,,pmid,,
45,24.0,52.40490332364464,Mouse,18.0,Balb/c mice,Liver,14.0,NAA,Gold,Rods,No,,Yes,20210487,Gold nanorod 45*14,,pmid,,
45,168.0,49.43257929988624,Mouse,18.0,Balb/c mice,Liver,14.0,NAA,Gold,Rods,No,,Yes,20210487,,,pmid,,
45,672.0,45.50486541134836,Mouse,18.0,Balb/c mice,Liver,14.0,NAA,Gold,Rods,No,,Yes,20210487,,,pmid,,
46,1.0,21.3333333333333,Mouse,20.0,Balb/c mice,Liver,9.1,198Au,Gold,Rods,No,,5000,24766522,Gold Nanorods 39.2*9.1nm,,pmid,,
46,6.0,35.71429,Mouse,20.0,Balb/c mice,Liver,9.1,198Au,Gold,Rods,No,,5000,24766522,,,pmid,,
46,24.0,37.6543209876543,Mouse,20.0,Balb/c mice,Liver,9.1,198Au,Gold,Rods,No,,5000,24766522,,,pmid,,
47,0.5,4.731183,Mouse,21.4,Nude mice,Liver,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,10*45nm Gold Rods PEG,,pmid,,
47,2.0,4.40860215053763,Mouse,21.4,Nude mice,Liver,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,,,pmid,,
47,6.0,9.13978494623655,Mouse,21.4,Nude mice,Liver,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,,,pmid,,
47,24.0,13.1182795698924,Mouse,21.4,Nude mice,Liver,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,,,pmid,,
47,72.0,10.2150537634408,Mouse,21.4,Nude mice,Liver,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,,,pmid,,
48,1.0,35.4723,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,No,Neutral,2000,25671498,AuNR-SiO2-PEG 41.8 15*60,,pmid,,
48,24.0,36.667995217217985,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,No,Neutral,2000,25671498,,,pmid,,
48,72.0,36.667995217217985,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,No,Neutral,2000,25671498,,,pmid,,
49,1.0,38.26226,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,BSA,Negative,2000,25671498,AuNR-SiO2-BSA 44.3,,pmid,PMC3492114,10.1186/1556-276X-7-565
49,24.0,40.25508170585891,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,BSA,Negative,2000,25671498,,,pmid,,
49,72.0,38.66082104424073,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,BSA,Negative,2000,25671498,,,pmid,,
50,1.0,41.05221,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,BSA,Negative,2000,25671498,AuNR-BSA 20.2,,pmid,,
50,24.0,39.05938620964523,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,BSA,Negative,2000,25671498,,,pmid,,
50,72.0,41.84934236747705,Mouse,20.0,Balb/c mice,Liver,15.0,ICP-MS,Gold,Rods,BSA,Negative,2000,25671498,,,pmid,,
51,72.0,11.5744680851063,Mouse,32.0,Male ddY mice,Liver,11.0,ICP-MS,Gold,Rods,No,Neutral,5000,23050635,PEG-modified gold nanorods AP 5.0 10.6*49.6,,pmid,,
52,72.0,16.1702127659574,Mouse,32.0,Male ddY mice,Liver,17.2,ICP-MS,Gold,Rods,No,Neutral,5000,23050635,PEG-modified gold nanorods AP 1.7 17.2*27.0,,pmid,,
53,24.0,25.9467455621301,Mouse,20.0,Balb/c mice,Liver,24.7,ICP-MS,Gold,Rods,No,,2000,32780938,M-AuHNRs 46nm * 24.7,,pmid,,
54,24.0,26.9526627218934,Mouse,20.0,Balb/c mice,Liver,105.0,ICP-MS,Gold,Rods,No,,2000,32780938,L-AuHNRs 105nm,,pmid,PMC3425121,10.7150/thno.4756
55,1.0,19.6581196581196,Mouse,20.0,Nude mice,Liver,11.0,ICP-MS,Gold,Rods,Biotin,Neutral,Yes,26333115, GNR/TSDOX  51.6*11nm,,pmid,,
55,12.0,21.4529914529914,Mouse,20.0,Nude mice,Liver,11.0,ICP-MS,Gold,Rods,Biotin,Neutral,Yes,26333115,,,pmid,,
55,24.0,31.3675213675213,Mouse,20.0,Nude mice,Liver,11.0,ICP-MS,Gold,Rods,Biotin,Neutral,Yes,26333115,,,pmid,,
56,24.0,20.0,Mouse,20.0,Balb/c mice,Liver,9.0,ICP-AES,Gold,Rods,polydopamine,Very negative,0,29235846,AuNR - Cpda 35*9nm,,pmid,,
56,168.0,5.72368421052631,Mouse,20.0,Balb/c mice,Liver,9.0,ICP-AES,Gold,Rods,polydopamine,Very negative,0,29235846,,,pmid,PMC5039679,10.7150/thno.17098
57,1.0,13.4722222222222,Mouse,18.0,Nude mice,Liver,10.0,64Cu ,Gold,Rods,No,Positive,5000,22916075,AuNR - DOX 45*10nm,,pmid,,
57,5.0,11.1111111111111,Mouse,18.0,Nude mice,Liver,10.0,64Cu ,Gold,Rods,No,Positive,5000,22916075,,,pmid,,
57,24.0,7.70833333333333,Mouse,18.0,Nude mice,Liver,10.0,64Cu ,Gold,Rods,No,Positive,5000,22916075,,,pmid,,
57,48.0,6.59722222222222,Mouse,18.0,Nude mice,Liver,10.0,64Cu ,Gold,Rods,No,Positive,5000,22916075,,,pmid,,
58,1.0,14.7222222222222,Mouse,18.0,Nude mice,Liver,10.0,64Cu ,Gold,Rods,cRGDY,Positive,5000,22916075,AuNR - DOX-cRGD 45*10nm,,pmid,,
58,5.0,12.8472222222222,Mouse,18.0,Nude mice,Liver,10.0,64Cu ,Gold,Rods,cRGDY,Positive,5000,22916075,,,pmid,,
58,24.0,8.61111111111111,Mouse,18.0,Nude mice,Liver,10.0,64Cu ,Gold,Rods,cRGDY,Positive,5000,22916075,,,pmid,,
58,48.0,7.36111111111111,Mouse,18.0,Nude mice,Liver,10.0,64Cu ,Gold,Rods,cRGDY,Positive,5000,22916075,,,pmid,,
59,24.0,14.9579831932773,Mouse,20.0,ICR mice,Liver,7.5,ICP-MS,Gold,Rods,No,Neutral,2000,24673744,AuNR-PTPEGm950 7.5*28,,pmid,,
60,1.0,11.5116279069767,Mouse,18.0,Nude mice,Liver,2.0,PET,Gold,Rods,No,,5000,27698939,GNR P1 2*10,,pmid,,
60,3.0,15.3488372093023,Mouse,18.0,Nude mice,Liver,2.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
60,5.0,17.5581395348837,Mouse,18.0,Nude mice,Liver,2.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
60,8.0,18.1395348837209,Mouse,18.0,Nude mice,Liver,2.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
60,12.0,17.2093023255813,Mouse,18.0,Nude mice,Liver,2.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
60,24.0,13.0232558139534,Mouse,18.0,Nude mice,Liver,2.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
60,48.0,8.6046511627907,Mouse,18.0,Nude mice,Liver,2.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
61,1.0,20.6976744186046,Mouse,18.0,Nude mice,Liver,10.0,PET,Gold,Rods,No,,5000,27698939,GNR P2 10*37,,pmid,,
61,3.0,22.4418604651162,Mouse,18.0,Nude mice,Liver,10.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
61,5.0,21.2790697674418,Mouse,18.0,Nude mice,Liver,10.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
61,8.0,20.1162790697674,Mouse,18.0,Nude mice,Liver,10.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
61,12.0,19.8837209302325,Mouse,18.0,Nude mice,Liver,10.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
61,24.0,15.3488372093023,Mouse,18.0,Nude mice,Liver,10.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
61,48.0,12.2093023255813,Mouse,18.0,Nude mice,Liver,10.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
62,1.0,12.5581395348837,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,13*40,,pmid,,
62,3.0,18.0232558139534,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
62,5.0,20.1162790697674,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
62,8.0,20.9302325581395,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
62,12.0,19.3023255813953,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
62,24.0,13.953488372093,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
62,48.0,10.4651162790697,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
63,1.0,18.2558139534883,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,GNR P4 13*70,,pmid,,
63,3.0,19.6511627906976,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
63,5.0,18.6046511627906,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
63,8.0,17.4418604651162,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
63,12.0,16.395348837209198,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
63,24.0,13.7209302325581,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
63,48.0,11.3953488372093,Mouse,18.0,Nude mice,Liver,13.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
64,1.0,23.8372093023255,Mouse,18.0,Nude mice,Liver,18.0,PET,Gold,Rods,No,,5000,27698939,GNR P5 18*45,,pmid,,
64,3.0,23.953488372093,Mouse,18.0,Nude mice,Liver,18.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,PMC4258896,10.1016/j.biomaterials.2014.10.061
64,5.0,22.4418604651162,Mouse,18.0,Nude mice,Liver,18.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
64,8.0,20.9302325581395,Mouse,18.0,Nude mice,Liver,18.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
64,12.0,19.8837209302325,Mouse,18.0,Nude mice,Liver,18.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
64,24.0,16.5116279069767,Mouse,18.0,Nude mice,Liver,18.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,PMC3570619,10.1016/j.biomaterials.2013.01.047
64,48.0,13.953488372093,Mouse,18.0,Nude mice,Liver,18.0,PET,Gold,Rods,No,,5000,27698939,,,pmid,,
65,0.166666667,8.0012867,Mouse,22.5,Balb/c mice,Liver,10.0,PET,Gold,Rods,Gentamicin,,0,24758188,gentamicin–GNRs complex 10*41,,pmid,,
65,0.333333333,8.17543859649122,Mouse,22.5,Balb/c mice,Liver,10.0,PET,Gold,Rods,Gentamicin,,0,24758188,,,pmid,PMC3313015,10.1016/j.biomaterials.2012.02.031
65,0.5,12.2456140350877,Mouse,22.5,Balb/c mice,Liver,10.0,PET,Gold,Rods,Gentamicin,,0,24758188,,,pmid,,
65,1.0,8.91228070175438,Mouse,22.5,Balb/c mice,Liver,10.0,PET,Gold,Rods,Gentamicin,,0,24758188,,,pmid,,
66,0.5,24.6808510638297,Mouse,18.0,Nude mice,Liver,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,64Cu-GO-VEGF121 32nm,,pmid,,
66,3.0,18.2978723404255,Mouse,18.0,Nude mice,Liver,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,,,pmid,PMC3314116,10.1021/nn204625e
66,6.0,16.9148936170212,Mouse,18.0,Nude mice,Liver,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,,,pmid,,
66,16.0,14.1489361702127,Mouse,18.0,Nude mice,Liver,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,,,pmid,,
66,24.0,13.7234042553191,Mouse,18.0,Nude mice,Liver,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,,,pmid,,
66,48.0,10.1063829787234,Mouse,18.0,Nude mice,Liver,32.0,PET,Graphene Oxide,Nanoparticle,VEGF121,,5000,25477170,,,pmid,PMC4207078,10.2147/IJN.S66591
67,0.5,23.1914893617021,Mouse,18.0,Nude mice,Liver,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,64Cu-GO 27nm,,pmid,,
67,3.0,20.1063829787234,Mouse,18.0,Nude mice,Liver,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,,,pmid,,
67,6.0,19.0425531914893,Mouse,18.0,Nude mice,Liver,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,,,pmid,,
67,16.0,16.063829787234,Mouse,18.0,Nude mice,Liver,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,,,pmid,,
67,24.0,14.8936170212765,Mouse,18.0,Nude mice,Liver,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,,,pmid,,
67,48.0,10.6382978723404,Mouse,18.0,Nude mice,Liver,27.0,PET,Graphene Oxide,Nanoparticle,No,,5000,25477170,,,pmid,,
68,0.5,18.1081081081081,Mouse,18.0,Balb/c mice,Liver,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,23374706,64Cu–NOTA–RGO–TRC105,,pmid,,
68,3.0,16.4864864864864,Mouse,18.0,Balb/c mice,Liver,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,23374706,,,pmid,,
68,6.0,16.4864864864864,Mouse,18.0,Balb/c mice,Liver,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,23374706,,,pmid,,
68,16.0,13.2432432432432,Mouse,18.0,Balb/c mice,Liver,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,23374706,,,pmid,,
68,24.0,13.3783783783783,Mouse,18.0,Balb/c mice,Liver,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,23374706,,,pmid,,
68,48.0,11.3513513513513,Mouse,18.0,Balb/c mice,Liver,37.0,PET,Graphene Oxide,Nanoparticle,TRC105,Neutral,5000,23374706,,,pmid,,
69,0.5,17.7777777777777,Mouse,18.0,Balb/c mice,Liver,26.2,PET,Graphene Oxide,Nanoparticle,No,Negative,5000,23374706,64Cu–NOTA–RGO,,pmid,,
69,3.0,13.8888888888888,Mouse,18.0,Balb/c mice,Liver,26.2,PET,Graphene Oxide,Nanoparticle,No,Negative,5000,23374706,,,pmid,PMC4919229,10.1039/c5nr09193d
69,6.0,14.1666666666666,Mouse,18.0,Balb/c mice,Liver,26.2,PET,Graphene Oxide,Nanoparticle,No,Negative,5000,23374706,,,pmid,,
